"","espn_id","search_rank","sportradar_id","injury_status","birth_city","swish_id","birth_date","practice_description","pandascore_id","active","birth_state","stats_id","injury_start_date","injury_notes","birth_country","hashtag","status","news_updated","years_exp","search_full_name","rotowire_id","team","full_name","practice_participation","sport","last_name","search_last_name","fantasy_positions","weight","fantasy_data_id","age","metadata","search_first_name","opta_id","first_name","gsis_id","team_abbr","college","yahoo_id","position","oddsjam_id","rotoworld_id","depth_chart_position","number","injury_body_part","high_school","depth_chart_order","height","player_id"
"16",2516911,9999999,"f02407dd-c6d9-4c88-885b-0fcf87fcbb33",NA,NA,NA,"1992-01-29",NA,NA,"FALSE",NA,542556,NA,NA,NA,"#tylerslavin-NFL-FA-13","Inactive",NA,1,"tylerslavin",10861,NA,"Tyler Slavin",NA,"nfl","Slavin","slavin","WR","215",17349,26,NA,"tyler",NA,"Tyler",NA,NA,"New Mexico Highlands",29002,"WR",NA,NA,NA,13,NA,NA,NA,"6'2""","2881"
"17",16802,565,"3e3bd10a-6462-47f8-8938-42518781d060",NA,NA,651780,"1992-04-28",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#demarcuslawrence-NFL-DAL-90","Active",1706639751398,10,"demarcuslawrence",9344,"DAL","DeMarcus Lawrence",NA,"nfl","Lawrence","lawrence","DL","265",16366,32,"1113708852156592128","demarcus",NA,"DeMarcus","00-0031411",NA,"Boise State",27562,"DE","4306CF8AB318",9633,"LDE",90,NA,"Silver Bluff (SC)",1,"75","2064"
"18",15369,9999999,"9f0f0495-b5b8-45c2-866b-02d9f96087f7",NA,NA,NA,"1990-01-25",NA,NA,"FALSE",NA,468901,NA,NA,NA,"#lancedunbar-NFL-FA-25","Inactive",1520632201229,8,"lancedunbar",8086,NA,"Lance Dunbar",NA,"nfl","Dunbar","dunbar","RB","187",14731,30,NA,"lance",NA,"Lance",NA,NA,"North Texas",26064,"RB",NA,7798,NA,25,NA,"Haltom (TX)",NA,"5'8""","1284"
"19",2515962,9999999,"e0abf267-f265-4682-9bb7-72bbcefda451","Questionable",NA,NA,"1991-10-16",NA,NA,"TRUE",NA,557177,NA,NA,NA,"#deandrewwhite-NFL-FA-18","Inactive",1598920530064,7,"deandrewwhite",10243,NA,"DeAndrew White",NA,"nfl","White","white","WR","195",17269,30,"1116852821904326656","deandrew",NA,"DeAndrew","00-0031511",NA,"Alabama",28800,"WR",NA,NA,NA,18,"Undisclosed","North Shore (TX)",NA,"72","2801"
"20",3121581,1257,"87c4b182-e4bc-4f35-97ec-8537a2665875",NA,NA,835146,"1992-10-13",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#devaroelawrence-NFL-FA-0","Active",1627877117922,5,"devaroelawrence",12173,NA,"Devaroe Lawrence",NA,"nfl","Lawrence","lawrence","DL","294",19373,29,"1116852977559142400","devaroe",NA,"Devaroe","00-0033501",NA,"Auburn",30412,"DT",NA,NA,NA,0,NA,"Carolina (SC)",NA,"74","4501"
"21",3915163,9999999,"02d1b3c3-f292-4174-89fa-9ecc6286adb0",NA,NA,880521,"1997-09-04",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#deandrebaker-NFL-FA-30","Active",1660181717555,3,"deandrebaker",13475,NA,"DeAndre Baker",NA,"nfl","Baker","baker","DB","186",21020,24,"1116853171138854912","deandre",NA,"DeAndre"," 00-0035684",NA,"Georgia",31862,"CB",NA,NA,NA,30,NA,"Miami Northwestern (FL)",NA,"71","5852"
"22",15067,9999999,"c2c65162-07df-48fb-93ce-86f340afb688",NA,NA,NA,"1989-10-19",NA,NA,"FALSE",NA,460898,NA,NA,NA,"#taylorthompson-NFL-FA-84","Inactive",NA,3,"taylorthompson",NA,NA,"Taylor Thompson",NA,"nfl","Thompson","thompson","TE","268",13881,27,NA,"taylor",NA,"Taylor",NA,NA,"SMU",NA,"TE",NA,NA,NA,84,NA,NA,NA,"6'6""","1073"
"23",2971603,663,"e431a42b-5abe-49de-9c8c-f143f393591c",NA,NA,691066,"1993-11-30",NA,NA,"TRUE",NA,691066,NA,NA,NA,"#kevonseymour-NFL-FA-25","Inactive",1707171360556,8,"kevonseymour",11170,NA,"Kevon Seymour",NA,"nfl","Seymour","seymour","DB","188",18135,30,"1116852856238899200","kevon",NA,"Kevon","00-0032942",NA,"USC",29452,"CB","0B131E4B26AA",NA,NA,25,NA,"Muir (CA)",NA,"72","3374"
"24",NA,NA,"a01a9064-c0c3-4f3e-8753-89f5859879f9",NA,NA,1067387,"1998-10-16",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#coreystraughter-NFL-FA-0","Active",NA,1,"coreystraughter",15702,NA,"Corey Straughter",NA,"nfl","Straughter","straughter","DB","183",NA,23,"1116853451070898176","corey",NA,"Corey",NA,NA,"Louisiana-Monroe",NA,"CB",NA,NA,NA,0,NA,"Neville (LA)",NA,"70","8012"
"25",NA,311,"aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead",NA,NA,920059,"1997-10-14",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#ajrose-NFL-FA-24","Active",1661021115529,1,"ajrose",15350,NA,"A.J. Rose",NA,"nfl","Rose","rose","RB","212",NA,24,"1116853435631665152","aj",NA,"A.J.",NA,NA,"Kentucky",NA,"RB",NA,NA,NA,24,NA,"Garfield Heights (OH)",NA,"73","7918"
"26",9399,9999999,"dc310df5-3ada-4b4f-8f79-2db2cc603ff8",NA,NA,NA,"1982-06-25",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#erikpears-NFL-FA-71","Inactive",NA,15,"erikpears",7124,NA,"Erik Pears",NA,"nfl","Pears","pears","OL","316",12610,38,NA,"erik",NA,"Erik",NA,NA,"Colorado State",7588,"T",NA,NA,NA,71,NA,"John F. Kennedy (CO)",NA,"6'8""","777"
"27",3055908,9999999,"e5395ca3-47d0-403b-84f5-41bfeba78e67",NA,NA,NA,"1993-12-03",NA,NA,"TRUE",NA,748570,NA,NA,NA,"#rickyjeune-NFL-FA-2","Active",1535476203701,4,"rickyjeune",13096,NA,"Ricky Jeune",NA,"nfl","Jeune","jeune","WR","212",20526,28,"1116853100703907840","ricky",NA,"Ricky",NA,NA,"Georgia Tech",31388,"WR",NA,NA,NA,2,NA,"Saint Joseph Regional (NJ)",NA,"75","5428"
"28",16900,9999999,"76c630cf-0fd3-4210-a73d-9347da9d9d66",NA,NA,NA,"1991-10-02",NA,NA,"TRUE",NA,542873,NA,NA,NA,"#aaroncolvin-NFL-FA-34","Active",1599351058114,8,"aaroncolvin",9337,NA,"Aaron Colvin",NA,"nfl","Colvin","colvin","DB","191",16249,30,"1116852771618816000","aaron",NA,"Aaron","00-0031259",NA,"Oklahoma",27642,"CB",NA,9348,NA,34,NA,"Owasso (OK)",NA,"72","1982"
"29",NA,9999999,"07923890-0e3a-11ef-9a4a-c565d3259077",NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,"#marquiswilson-NFL-FA","Active",NA,0,"marquiswilson",NA,NA,"Marquis Wilson",NA,"nfl","Wilson","wilson","DB","185",NA,NA,"1116852724273512448","marquis",NA,"Marquis",NA,NA,"Purdue",NA,"DB",NA,NA,NA,NA,NA,"Avon Old Farms (CT)",NA,"71","12376"
"30",NA,NA,"2b02fad4-574c-4a40-ab7d-43aca2142b66",NA,NA,943834,"1998-01-22",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#christianuphoff-NFL-FA-0","Active",NA,1,"christianuphoff",15476,NA,"Christian Uphoff",NA,"nfl","Uphoff","uphoff","DB","195",NA,23,"1116853428480376832","christian",NA,"Christian",NA,NA,"Illinois State",NA,"DB",NA,NA,NA,0,NA,"Washington (IL)",NA,"75","7882"
"31",NA,9999999,"0c7ceb00-d207-11ec-ab20-b37737d70cc4",NA,NA,1058624,"1999-01-04",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jacobhummel-NFL-LAR-35","Active",1686861027216,2,"jacobhummel",16270,"LAR","Jacob Hummel",NA,"nfl","Hummel","hummel","LB","227",NA,25,"1113708701300060160","jacob",NA,"Jacob",NA,NA,"Iowa State",NA,"LB","6592B272CCBB",NA,"RILB",35,NA,"Dowling Catholic (IA)",2,"73","8733"
"32",NA,622,"64c0ef00-fa65-11ed-b161-c5ef733b4e80",NA,NA,1448292,"1999-04-07",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jeromekapp-NFL-FA-31","Active",1693334405078,1,"jeromekapp",17644,NA,"Jerome Kapp",NA,"nfl","Kapp","kapp","WR","210",NA,24,"1116852698889584640","jerome",NA,"Jerome",NA,NA,"Kutztown",NA,"WR",NA,NA,NA,31,NA,"Boyertown Area Senior (PA)",NA,"75","11522"
"33",2574591,9999999,"9480dd9f-151f-4e6d-b5a3-35f07bda4cac",NA,NA,608753,"1993-02-17",NA,NA,"TRUE",NA,608753,NA,NA,NA,"#nickboyle-NFL-FA-86","Active",1673388617497,8,"nickboyle",10252,NA,"Nick Boyle",NA,"nfl","Boyle","boyle","TE","261",16931,29,"1116852808646131712","nick",NA,"Nick","00-0031598",NA,"Delaware",28559,"TE",NA,10547,NA,86,NA,"High Point Regional (NJ)",NA,"76","2474"
"34",NA,9999999,"c22d7080-d3b2-11ec-96a0-c3471a31202c",NA,NA,1060719,"1999-05-07",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#tyclary-NFL-FA-61","Active",NA,0,"tyclary",NA,NA,"Ty Clary",NA,"nfl","Clary","clary","OL","299",NA,23,"1116853538769600512","ty",NA,"Ty",NA,NA,"Arkansas",NA,"OL",NA,NA,NA,61,NA,"Fayetteville (AR)",NA,"76","8852"
"35",NA,445,"c09be300-d30d-11ec-8b77-45b1765fd110",NA,NA,1051044,"1999-10-18",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#aaronshampklin-NFL-PIT-33","Active",1723270257413,2,"aaronshampklin",16367,"PIT","Aaron Shampklin",NA,"nfl","Shampklin","shampklin","RB","195",NA,24,"1113708820732866560","aaron",NA,"Aaron",NA,NA,"Harvard",NA,"RB","8C27E3A10D7A",NA,"RB",33,NA,"Long Beach Polytechnic (CA)",NA,"70","8809"
"36",NA,493,"c05863ec-3414-4ae6-a8d2-830aed99b6d3",NA,NA,1229074,"2002-03-21",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#parkerwashington-NFL-JAX-11","Active",1717684850688,1,"parkerwashington",16690,"JAX","Parker Washington",NA,"nfl","Washington","washington","WR","204",NA,22,"1113708892983947264","parker",NA,"Parker",NA,NA,"Penn State",NA,"WR","6C394246A6D8",NA,"SWR",11,NA,"Travis (TX)",4,"70","9487"
"37",4240575,634,"95f3b8ac-e10f-4f0d-8650-b464b37ded86",NA,NA,1059222,"1999-04-19",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#genostone-NFL-CIN-22","Active",1710197105397,4,"genostone",14474,"CIN","Geno Stone",NA,"nfl","Stone","stone","DB","210",21931,25,"1113708806937800704","geno",NA,"Geno",NA,NA,"Iowa",32889,"DB","403AA74AF980",NA,"FS",22,NA,"New Castle (PA)",1,"71","6923"
"38",16736,9999999,"7ebbfdef-1185-4896-a323-e6d5669a8345",NA,NA,NA,"1992-12-06",NA,NA,"FALSE",NA,593578,NA,NA,NA,"#johnnymanziel-NFL-FA-2","Inactive",1552834853016,6,"johnnymanziel",9246,NA,"Johnny Manziel",NA,"nfl","Manziel","manziel","QB","210",16135,27,NA,"johnny",NA,"Johnny",NA,NA,"Texas A&M",27550,"QB",NA,9271,NA,2,NA,"Tivy (TX)",NA,"6'0""","1907"
"39",3915990,9999999,"bab100c6-1a6c-4411-9286-f719244f5d35",NA,NA,880210,"1996-09-27",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#joegaziano-NFL-FA-99","Active",1679941508787,4,"joegaziano",15065,NA,"Joe Gaziano",NA,"nfl","Gaziano","gaziano","DL","280",22317,27,"1116853369403604992","joe",NA,"Joe",NA,NA,"Northwestern",32982,"DE","4F578D605AAF",NA,NA,99,NA,"Xaverian Brothers (MA)",NA,"76","7325"
"40",NA,9999999,"120caef0-ce1c-11ec-bebb-4fec1e38b0e5",NA,NA,877900,"1997-07-02",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jarridwilliams-NFL-FA-76","Active",1691094646911,1,"jarridwilliams",16329,NA,"Jarrid Williams",NA,"nfl","Williams","williams","OL","308",NA,26,"1116853519173812224","jarrid",NA,"Jarrid",NA,NA,"Miami (FL)",NA,"OL",NA,NA,NA,76,NA,"Cedar Hill (TX)",NA,"78","8716"
"41",3122934,9999999,"89fc014a-7d41-40c9-90d1-1459286813e2",NA,NA,NA,"1996-01-07",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#brockruble-NFL-FA-72","Active",NA,3,"brockruble",14291,NA,"Brock Ruble",NA,"nfl","Ruble","ruble","OL","325",21539,26,"1116853286427688960","brock",NA,"Brock"," 00-0035477",NA,"Toledo",32485,"OT",NA,NA,NA,72,NA,"DeMatha Catholic",NA,"80","6648"
"42",2577641,389,"5de11f0b-8da9-42ba-9a93-db7f0a58543b",NA,NA,605325,"1992-10-30",NA,NA,"TRUE",NA,605325,NA,NA,NA,"#jakeemgrant-NFL-ATL-9","Active",1723329031265,8,"jakeemgrant",10990,"ATL","Jakeem Grant",NA,"nfl","Grant","grant","WR","170",18103,31,"1116852852942176256","jakeem",NA,"Jakeem","00-0032791",NA,"Texas Tech",29420,"WR","2CDE42756969",11475,"SWR",9,NA,"Horn (TX)",9,"66","3342"
"43",16172,763,"51952c7b-11c5-4229-baf9-08d4694cc2ad",NA,NA,NA,"1990-01-08",NA,NA,"TRUE",NA,463514,NA,NA,NA,"#jaronbrown-NFL-FA-18","Active",1602620149319,9,"jaronbrown",9046,NA,"Jaron Brown",NA,"nfl","Brown","brown","WR","205",15509,32,"1116852755042926592","jaron",NA,"Jaron","00-0030300",NA,"Clemson",27074,"WR",NA,8869,NA,18,NA,"Cheraw (SC)",NA,"75","1684"
"44",2970716,9999999,"16e4ffec-959d-4210-8702-36c0bf20dda5",NA,NA,651636,"1994-01-07",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#ericmurray-NFL-HOU-23","Active",1710027059770,8,"ericmurray",11141,"HOU","Eric Murray",NA,"nfl","Murray","murray","DB","199",18029,30,"1113708783088988160","eric",NA,"Eric","00-0033038",NA,"Minnesota",29340,"DB","DFF0CE83247F",NA,"FS",23,NA,"Riverside (WI)",2,"71","3268"
"45",4232830,463,"7c1a8ecd-e3e5-4123-b89f-36e58b99126f","Questionable",NA,1050219,"1995-07-10",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#nicholasmorrow-NFL-BUF-52","Active",1722888607430,7,"nicholasmorrow",12428,"BUF","Nicholas Morrow",NA,"nfl","Morrow","morrow","LB","216",19310,29,"1113708756631318529","nicholas",NA,"Nicholas","00-0033445",NA,"Greenville",30633,"LB","DB8EDD57A8EC",NA,"ROLB",52,"Groin","Huntsville (AL)",2,"72","4449"
"46",NA,9999999,"fa4e3720-e760-11ed-a510-95de71e69612",NA,NA,1334826,"1999-10-25",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#joshuapryor-NFL-CIN-47","Active",1700343030178,1,"joshuapryor",17615,"CIN","Joshua Pryor",NA,"nfl","Pryor","pryor","DL","280",NA,24,"1116852648922841088","joshua",NA,"Joshua",NA,NA,"Bowie State",NA,"DL","C7E7375D12FB",NA,"DL",47,NA,"Paul Laurence Dunbar (MD)",NA,"76","11072"
"47",4243315,433,"0dbbd211-0372-4751-9751-e4df4ab1f8eb",NA,NA,1049246,"1998-12-30",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#salvonahmed-NFL-MIA-26","Active",1721778606044,4,"salvonahmed",14453,"MIA","Salvon Ahmed",NA,"nfl","Ahmed","ahmed","RB","197",21843,25,"1113708735169064960","salvon",NA,"Salvon",NA,NA,"Washington",33265,"RB","998715B4D91F",NA,"RB",26,NA,"Juanita (WA)",6,"71","6918"
"48",3122818,9999999,"ec63ee49-3a03-44ca-a083-3916f0bccd76",NA,NA,836094,"1995-07-01",NA,NA,"TRUE",NA,836094,NA,NA,NA,"#tommysweeney-NFL-CHI-47","Active",1715609108029,5,"tommysweeney",13667,"CHI","Tommy Sweeney",NA,"nfl","Sweeney","sweeney","TE","255",20957,29,"1113708766848643072","tommy",NA,"Tommy"," 00-0035308",NA,"Boston College",32060,"TE","BAB992EBEF7A",NA,"TE",47,NA,"Don Bosco Prep (NJ)",5,"77","6137"
"49",NA,9999999,"c242e360-ec6c-11ed-9b1c-797c54fc9d07",NA,NA,1124148,"1999-12-29",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#bradcecil-NFL-FA-64","Active",NA,0,"bradcecil",NA,NA,"Brad Cecil",NA,"nfl","Cecil","cecil","OL","300",NA,23,"1116852678471712768","brad",NA,"Brad",NA,NA,"South Florida",NA,"OL",NA,NA,NA,64,NA,"Bartram Trail (FL)",NA,"76","11340"
"50",3049339,9999999,"5fd40b6b-d81a-4a4e-a394-53ed7e58511f",NA,NA,750486,"1994-02-18",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#aaronstinnie-NFL-NYG-64","Active",1710539421722,6,"aaronstinnie",13303,"NYG","Aaron Stinnie",NA,"nfl","Stinnie","stinnie","OG","312",20379,30,"1113708675920326656","aaron",NA,"Aaron","00-0034668",NA,"James Madison",31619,"G","15D6D87D37FB",NA,"OL",64,NA,"St. Anne's-Belfield (VA)",NA,"75","5668"
"51",2981998,9999999,"a204547e-ecd3-4116-909a-ce823caa9067",NA,NA,NA,"1993-02-24",NA,NA,"TRUE",NA,609814,NA,NA,NA,"#brycewilliams-NFL-FA-80","Active",1523486701657,6,"brycewilliams",10946,NA,"Bryce Williams",NA,"nfl","Williams","williams","TE","258",18334,28,"1116852875503337472","bryce",NA,"Bryce","00-0032583",NA,"East Carolina",29879,"TE",NA,NA,NA,80,NA,"North Davidson",NA,"78","3561"
"52",14131,9999999,"4a99b4bf-e03e-4253-8b9b-c070ef796daf",NA,NA,NA,"1989-07-26",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#ryanwhalen-NFL-FA-81","Inactive",NA,3,"ryanwhalen",7411,NA,"Ryan Whalen",NA,"nfl","Whalen","whalen","WR","202",12857,29,NA,"ryan",NA,"Ryan",NA,NA,"Stanford",24954,"WR",NA,NA,NA,81,NA,NA,NA,"6'1""","832"
"53",NA,9999999,"",NA,NA,NA,NA,NA,NA,"FALSE",NA,820437,NA,NA,NA,"#duplicateplayer-NFL-FA-0","Inactive",NA,0,"duplicateplayer",NA,NA,"Duplicate Player",NA,"nfl","Player","player",NA,"",21668,NA,NA,"duplicate",NA,"Duplicate",NA,NA,NA,NA,NA,NA,12292,NA,0,NA,NA,NA,"","6751"
"54",2978275,9999999,"cce52ea1-7e17-4992-8911-e6b07b7b3831",NA,NA,691007,"1993-12-11",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#kylemurphy-NFL-NO-79","Active",1640054416821,6,"kylemurphy",11140,"NO","Kyle Murphy",NA,"nfl","Murphy","murphy","OL","305",18117,28,"1116852854489874432","kyle",NA,"Kyle","00-0032433",NA,"Stanford",29434,"OT",NA,NA,NA,79,NA,"San Clemente (CA)",NA,"78","3356"
"55",4241389,2,"a72ea15b-5199-4101-a300-846e1c655add","DNR",NA,1062020,"1999-04-08",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#ceedeelamb-NFL-DAL-88","Active",1723217741804,4,"ceedeelamb",14411,"DAL","CeeDee Lamb",NA,"nfl","Lamb","lamb","WR","200",21679,25,"1113708855537201152","ceedee",NA,"CeeDee",NA,NA,"Oklahoma",32687,"WR","85450367222D",NA,"LWR",88,"Undisclosed","Foster (TX)",1,"74","6786"
"56",4036348,299,"9e174ff2-ca0e-4e6b-96f7-90f0088f7edd","NA",NA,912070,"1996-03-04",NA,NA,"TRUE",NA,912070,NA,NA,NA,"#michaelgallup-NFL-FA-10","Active",1722013243055,6,"michaelgallup",12810,NA,"Michael Gallup",NA,"nfl","Gallup","gallup","WR","205",19867,28,"1113708771563040768","michael",NA,"Michael","00-0034764",NA,"Colorado State",31051,"WR","1E240D9C1957",13149,NA,10,"Undisclosed","Monroe (GA)",NA,"73","5038"
